Comarca,Garantía_juv,Servei_Ocu,Cod_com,Personas,Municipi,Any,Import
Baix Llobregat,N,30P,11,17,Castelldefels,'18,76724.14
Vallès Occidental,N,DONA,40,26,Terrassa,'18,508139.2
Baix Llobregat,N,DONA,11,15,Sant Boi de Llobregat,'18,291444
Baix Llobregat,N,AMAP,11,150,"Prat de Llobregat, el",'18,305430
Baix Llobregat,N,TRFO,11,19,Viladecans,'18,247222.4
Vallès Oriental,N,TB,41,5,Canovelles,'18,74900.82
Baix Llobregat,N,TRFO,11,10,Martorell,'18,119382
Baix Llobregat,N,DONA,11,3,Sant Vicenç dels Horts,'18,58288.8
Vallès Occidental,N,IPIS,40,125,Badia del Vallès,'18,60000
Vallès Occidental,S,JENP,40,5,Montcada i Reixac,'18,55000
Baix Llobregat,N,DONA,11,4,Esplugues de Llobregat,'18,77264.8
Baix Llobregat,S,JENP,11,10,Sant Boi de Llobregat,'18,110000
Baix Llobregat,N,FOQ,11,45,Sant Esteve Sesrovires,'18,102381.75
Baix Llobregat,N,AMAP,11,15,Sant Vicenç dels Horts,'18,24583.5
Vallès Oriental,N,TRFO,41,5,Cardedeu,'18,59614.5
Baix Llobregat,N,SAC,11,30,Sant Joan Despí,'18,15900
Vallès Oriental,S,PSGJ,41,80,Mollet del Vallès,'18,286660.9
Barcelonès,N,ENFE,13,15,Santa Coloma de Gramenet,'18,419669.55
Baix Llobregat,S,FEM,11,1,Cervelló,'18,3502.62
Barcelonès,N,COOR,13,3,Barcelona,'18,97586.88
Vallès Oriental,N,30P,41,35,Granollers,'18,148951.51
Baix Llobregat,N,FI45,11,4,"Prat de Llobregat, el",'18,41210.4
Baix Llobregat,S,PSGJ,11,22,Esparreguera,'18,77655.56
Baix Llobregat,N,DAM,11,75,Castelldefels,'18,264390
Vallès Oriental,N,TRFO,41,6,"Franqueses del Vallès, les",'18,69801.8
Vallès Oriental,N,CC,41,24,Granollers,'18,130243.2
Barcelonès,N,REEM,13,11,Badalona,'18,2496.48
Barcelonès,N,APRE,13,125,Barcelona,'18,184624
Vallès Occidental,N,DONA,40,3,Santa Perpètua de Mogoda,'18,58288.8
Barcelonès,N,FOQ,13,294,Badalona,'18,801511.2
Barcelonès,N,CIF,13,180,Barcelona,'18,238063.41999999998
Barcelonès,N,AODL,13,10,Santa Coloma de Gramenet,'18,274399.2
Barcelonès,N,DONA,13,34,Barcelona,'18,668669.4
Baix Llobregat,S,FEM,11,5,Castelldefels,'18,16629.99
Vallès Occidental,N,FOQ,40,264,Rubí,'18,819047.4
Vallès Oriental,N,FPOS,41,467,Mollet del Vallès,'18,125615.20999999999
Vallès Oriental,S,PSGJ,41,120,Granollers,'18,392341.59
Baix Llobregat,N,30P,11,30,"Prat de Llobregat, el",'18,145198.31999999998
Baix Llobregat,N,30P,11,2,Cervelló,'18,12289.56
Vallès Occidental,N,AODL,40,1,Polinyà,'18,31376.04
Vallès Oriental,N,FOQ,41,30,Caldes de Montbui,'18,72460.5
Baix Llobregat,S,FEM,11,17,"Prat de Llobregat, el",'18,58371.15
Baix Llobregat,N,APRE,11,66,Viladecans,'18,10597.6
Baix Llobregat,N,COOR,11,1,Esplugues de Llobregat,'18,32528.960000000003
Barcelonès,N,DAM,13,105,Barcelona,'18,183393
Baix Llobregat,N,AODL,11,9,Sant Feliu de Llobregat,'18,278705.94
Vallès Occidental,N,APRE,40,66,Sant Cugat del Vallès,'18,10597.6
Vallès Oriental,N,30P,41,20,"Llagosta, la",'18,112406.11
Barcelonès,N,UBIC,13,62,Badalona,'18,113077.75
Barcelonès,N,UNIS,13,8034,Barcelona,'18,1061762.11
Vallès Occidental,S,FEM,40,7,Castellar del Vallès,'18,26767.440000000002
Baix Llobregat,N,IPIS,11,125,Castelldefels,'18,60000
Baix Llobregat,N,DONA,11,4,Gavà,'18,77659.9
Baix Llobregat,N,AODL,11,6,Viladecans,'18,188256.24000000002
Vallès Oriental,S,NOGJ,41,90,Granollers,'18,966761.37
Baix Llobregat,N,CC,11,30,Molins de Rei,'18,162804
Vallès Occidental,N,ENFE,40,11,Cerdanyola del Vallès,'18,307757.67
Baix Llobregat,N,PRMI,11,7,Castelldefels,'18,78240.4
Baix Llobregat,N,SAC,11,320,Cornellà de Llobregat,'18,160000
Baix Llobregat,N,COOR,11,1,Cornellà de Llobregat,'18,32528.960000000003
Barcelonès,N,PRMI,13,27,"Hospitalet de Llobregat, l'",'18,284364.4
Vallès Occidental,N,DONA,40,4,Cerdanyola del Vallès,'18,76868.8
Baix Llobregat,N,ACOL,11,1,Sant Feliu de Llobregat,'18,19364.8
Baix Llobregat,S,JENP,11,3,Sant Joan Despí,'18,33000
Baix Llobregat,N,FOQ,11,405,"Prat de Llobregat, el",'18,911160
Barcelonès,N,AMAP,13,105,Santa Coloma de Gramenet,'18,231826.5
Vallès Occidental,N,PRMI,40,8,Montcada i Reixac,'18,92251.6
Vallès Occidental,N,TRFO,40,8,Barberà del Vallès,'18,108018.4
Vallès Occidental,N,DONA,40,16,Sabadell,'18,307475.2
Barcelonès,N,FOQ,13,3399,Barcelona,'18,10193683.350000001
Baix Llobregat,S,JENP,11,5,Sant Andreu de la Barca,'18,55000
Vallès Oriental,N,TB,41,2,Figaró-Montmany,'18,21210.780000000002
Barcelonès,N,DONA,13,18,Badalona,'18,356862
Barcelonès,N,30P,13,22,"Hospitalet de Llobregat, l'",'18,88111.88
Barcelonès,N,DAM,13,405,Barcelona,'18,671859
Vallès Oriental,N,TB,41,65,Granollers,'18,246386.41
Vallès Occidental,N,30P,40,1,Montcada i Reixac,'18,6143.1900000000005
Barcelonès,N,DAM,13,105,"Hospitalet de Llobregat, l'",'18,255463.5
Vallès Oriental,S,FEM,41,7,"Llagosta, la",'18,26535
Baix Llobregat,N,30P,11,17,Sant Boi de Llobregat,'18,73615.63
Baix Llobregat,N,APRE,11,66,"Prat de Llobregat, el",'18,10597.6
Vallès Oriental,S,JENP,41,2,Bigues i Riells,'18,22000
Baix Llobregat,N,DONA,11,12,Sant Feliu de Llobregat,'18,232561.2
Vallès Oriental,N,30P,41,3,"Ametlla del Vallès, l'",'18,14957.77
Vallès Oriental,S,FEM,41,1,Montornès del Vallès,'18,3749.92
Baix Llobregat,N,PRMI,11,12,Cornellà de Llobregat,'18,148999.2
Baix Llobregat,N,DONA,11,2,Martorell,'18,39305.6
Barcelonès,N,FPOS,13,44826,Barcelona,'18,12332547.9
Barcelonès,N,DAM,13,180,Santa Coloma de Gramenet,'18,636675
Baix Llobregat,S,REFE,11,1,Cornellà de Llobregat,'18,32000
Vallès Occidental,N,PIN,40,110,Santa Perpètua de Mogoda,'18,150000
Vallès Occidental,S,FEM,40,2,Ripollet,'18,7358.68
Barcelonès,N,CC,13,30,Santa Coloma de Gramenet,'18,162804
Baix Llobregat,S,FEM,11,8,Cornellà de Llobregat,'18,32903.4
Vallès Oriental,N,CC,41,15,Mollet del Vallès,'18,40152
Vallès Occidental,N,COOR,40,1,Sant Cugat del Vallès,'18,32528.960000000003
Vallès Occidental,N,COOR,40,1,Ripollet,'18,32528.960000000003
Vallès Occidental,S,JENP,40,5,Santa Perpètua de Mogoda,'18,55000
Vallès Occidental,N,30P,40,2,Viladecavalls,'18,5217.52
Baix Llobregat,N,TRFO,11,12,Gavà,'18,157892
Baix Llobregat,N,AODL,11,4,Cornellà de Llobregat,'18,116739.25
Vallès Oriental,S,FEM,41,1,"Ametlla del Vallès, l'",'18,3184.2
Baix Llobregat,S,JENP,11,3,Pallejà,'18,33000
Baix Llobregat,N,TRFO,11,11,Sant Vicenç dels Horts,'18,138685.6
Vallès Occidental,N,UBIC,40,196,Sabadell,'18,361420.59
Baix Llobregat,N,30P,11,1,Molins de Rei,'18,2873.62
Barcelonès,S,FEM,13,2,"Hospitalet de Llobregat, l'",'18,7403.29
Vallès Oriental,N,SAC,41,30,"Garriga, la",'18,15000
Vallès Occidental,N,FPOT,40,556,Sabadell,'18,161640.7
Barcelonès,N,REEM,13,231,Barcelona,'18,52426.08
Baix Llobregat,N,AODL,11,2,Molins de Rei,'18,62752.08
Vallès Oriental,S,PSGJ,41,20,"Franqueses del Vallès, les",'18,94290.75
Vallès Oriental,S,JENP,41,3,Santa Maria de Palautordera,'18,33000
Baix Llobregat,N,ENFE,11,11,Castelldefels,'18,381423.46
Baix Llobregat,N,AMAP,11,105,"Prat de Llobregat, el",'19,243306
Barcelonès,N,APRE,13,97,Sant Adrià de Besòs,'19,18731
Vallès Occidental,S,TLN,40,24,Terrassa,'19,241951
Baix Llobregat,N,ARIF,11,125,Cornellà de Llobregat,'19,64850
Baix Llobregat,N,AMAP,11,15,Sant Esteve Sesrovires,'19,14601
Vallès Occidental,N,AMAP,40,90,Terrassa,'19,163818
Vallès Occidental,N,ARIF,40,125,Terrassa,'19,64850
Barcelonès,N,REEM,13,8,Badalona,'19,2496.48
Baix Llobregat,N,IPIS,11,125,Castelldefels,'19,60000
Baix Llobregat,N,AODL,11,1,Corbera de Llobregat,'19,36000
Vallès Occidental,N,REEM,40,25,Sabadell,'19,7489.44
Vallès Oriental,N,AODL,41,2,Cardedeu,'19,72000
Barcelonès,N,AODL,13,1,Santa Coloma de Gramenet,'19,36000
Baix Llobregat,S,REFE,11,1,"Prat de Llobregat, el",'19,32000
Barcelonès,N,DONA,13,34,Barcelona,'19,669399.6
Baix Llobregat,N,TRFO,11,13,Castelldefels,'19,171066.4
Vallès Oriental,N,APRE,41,97,Mollet del Vallès,'19,18731
Vallès Occidental,N,CCFI,40,50,Sant Cugat del Vallès,'19,141393
Vallès Oriental,N,TRFO,41,7,Canovelles,'19,88866
Baix Llobregat,S,JENP,11,7,Sant Boi de Llobregat,'19,77000
Baix Llobregat,N,REEM,11,8,Cornellà de Llobregat,'19,2496.48
Vallès Occidental,N,CC,40,105,Sabadell,'19,366174
Vallès Occidental,S,PSGJ,40,1,Sant Cugat del Vallès,'19,5400
Barcelonès,N,REEM,13,25,"Hospitalet de Llobregat, l'",'19,7489.44
Vallès Occidental,N,REEM,40,13,Ripollet,'19,3744.72
Vallès Oriental,N,FOQ,41,45,"Franqueses del Vallès, les",'19,101200.5
Vallès Oriental,N,30P,41,75,Mollet del Vallès,'19,319181.81
Baix Llobregat,N,REEM,11,21,Martorell,'19,6241.2
Vallès Occidental,N,ARIF,40,125,Montcada i Reixac,'19,64850
Baix Llobregat,N,30P,11,35,Viladecans,'19,148951.51
Vallès Occidental,N,TB,40,357,Terrassa,'19,1135208.46
Barcelonès,N,AMAP,13,510,Barcelona,'19,855762.3600000001
Baix Llobregat,N,TB,11,100,Olesa de Montserrat,'19,44551.5
Vallès Occidental,N,COOR,40,1,Sant Cugat del Vallès,'19,34067.24
Vallès Oriental,N,30P,41,1,Sant Esteve de Palautordera,'19,7439.120000000001
Vallès Oriental,N,FPOT,41,296,Granollers,'19,54665.47
Vallès Oriental,N,TRFO,41,5,Montornès del Vallès,'19,71412.5
Baix Llobregat,N,AODL,11,1,Martorell,'19,36000
Baix Llobregat,N,UBIC,11,108,Sant Feliu de Llobregat,'19,203210.53
Vallès Occidental,N,30P,40,4,Matadepera,'19,18296.36
Barcelonès,S,REFE,13,1,Santa Coloma de Gramenet,'19,36800
Vallès Oriental,S,PSGJ,41,1,Llinars del Vallès,'19,2700
Vallès Oriental,N,30P,41,1,Montornès del Vallès,'19,7487.41
Vallès Occidental,N,TB,40,784,Sabadell,'19,2035057.81
Baix Llobregat,S,JENP,11,6,"Prat de Llobregat, el",'19,66000
Vallès Occidental,N,COOR,40,1,Ripollet,'19,34067.24
Barcelonès,N,ACOL,13,2,Badalona,'19,38434.4
Barcelonès,N,CIF,13,340,Santa Coloma de Gramenet,'19,374623.12
Vallès Oriental,N,30P,41,2,Santa Eulàlia de Ronçana,'19,8033.94
Vallès Occidental,N,FPOT,40,335,Sabadell,'19,134283.91
Baix Llobregat,N,REEM,11,8,Viladecans,'19,2496.48
Baix Llobregat,N,DONA,11,2,Sant Andreu de la Barca,'19,38646.8
Vallès Occidental,N,30P,40,60,Sabadell,'19,255345.44999999998
Baix Llobregat,N,30P,11,29,"Prat de Llobregat, el",'19,141345.88999999998
Baix Llobregat,N,30P,11,20,Sant Boi de Llobregat,'19,85115.15000000001
Vallès Occidental,N,AODL,40,8,Sabadell,'19,288000
Vallès Occidental,N,IPIS,40,125,Montcada i Reixac,'19,60000
Vallès Occidental,N,AODL,40,2,Ripollet,'19,72000
Baix Llobregat,N,FI45,11,2,Sant Feliu de Llobregat,'19,12600
Baix Llobregat,N,30P,11,2,Sant Climent de Llobregat,'19,7025.33
Baix Llobregat,N,30P,11,30,Gavà,'19,156447.94
Vallès Occidental,S,JENP,40,2,Sentmenat,'19,22000
Vallès Occidental,N,AODL,40,3,Rubí,'19,108000
Baix Llobregat,N,IPIS,11,125,Gavà,'19,60000
Baix Llobregat,S,PSGJ,11,1,Castelldefels,'19,5400
Vallès Occidental,N,AODL,40,1,Polinyà,'19,36000
Barcelonès,N,COOR,13,3,Badalona,'19,102201.72
Vallès Occidental,N,DONA,40,2,Badia del Vallès,'19,38463.2
Baix Llobregat,N,ENFE,11,14,Sant Boi de Llobregat,'19,366728.53
Baix Llobregat,N,30P,11,3,Sant Vicenç dels Horts,'19,17654.35
Baix Llobregat,N,FOQ,11,30,Abrera,'19,113710.5
Vallès Oriental,N,AODL,41,3,Granollers,'19,108000
Vallès Occidental,N,ENFE,40,18,Sant Cugat del Vallès,'19,417025.27
Vallès Occidental,N,30P,40,8,Montcada i Reixac,'19,53547.119999999995
Vallès Occidental,N,AMAP,40,60,Cerdanyola del Vallès,'19,112950
Baix Llobregat,S,JENP,11,2,Pallejà,'19,22000
Barcelonès,N,30P,13,400,Barcelona,'19,1702302.97
Vallès Oriental,N,FPOS,41,518,Mollet del Vallès,'19,246740.8
Baix Llobregat,N,ENFE,11,14,Cornellà de Llobregat,'19,405085.35
Barcelonès,N,AODL,13,5,Barcelona,'19,180000
Baix Llobregat,N,AODL,11,1,Esplugues de Llobregat,'19,36000
Vallès Occidental,N,AODL,40,1,Santa Perpètua de Mogoda,'19,36000
Vallès Occidental,N,FI45,40,2,Terrassa,'19,19706.4
Barcelonès,N,DONA,13,4,Sant Adrià de Besòs,'19,77718.4
Vallès Oriental,N,DONA,41,1,"Llagosta, la",'19,19797.4
Baix Llobregat,N,CIF,11,312,Sant Feliu de Llobregat,'19,262089.77000000002
Baix Llobregat,N,AMAP,11,15,Martorell,'19,24132
Vallès Oriental,N,30P,41,3,"Roca del Vallès, la",'19,22587.43
Barcelonès,N,REEM,13,177,Barcelona,'19,52426.08
Baix Llobregat,N,REEM,11,13,Sant Boi de Llobregat,'19,3744.72
Vallès Occidental,N,FOQ,40,321,Rubí,'19,995286.3
Barcelonès,N,DONA,13,18,"Hospitalet de Llobregat, l'",'19,345909.6
Barcelonès,N,REEM,13,4,Sant Adrià de Besòs,'19,1248.24
Vallès Occidental,N,AODL,40,1,Sant Cugat del Vallès,'19,36000
Baix Llobregat,S,JENP,11,3,Sant Just Desvern,'19,33000
Barcelonès,N,FOQ,13,3415,Barcelona,'19,10018899.75
Baix Llobregat,S,JENP,11,5,Martorell,'19,55000
Barcelonès,N,CIF,13,629,Barcelona,'19,270080.02
Vallès Oriental,N,AODL,41,2,Mollet del Vallès,'19,72000
Baix Llobregat,N,CC,11,60,"Prat de Llobregat, el",'19,234666
Baix Llobregat,N,REEM,11,13,Sant Feliu de Llobregat,'19,3744.72
Baix Llobregat,N,CCFI,11,15,Cornellà de Llobregat,'19,39480
Baix Llobregat,N,30P,11,19,Sant Boi de Llobregat,'19,110024.9
Vallès Oriental,N,PRMI,41,31,Granollers,'19,382790.4
Barcelonès,S,JENP,13,18,"Hospitalet de Llobregat, l'",'19,198000
Baix Llobregat,N,ACOL,11,6,"Prat de Llobregat, el",'19,115317.6
Baix Llobregat,N,TB,11,280,Sant Feliu de Llobregat,'19,428744.44
Barcelonès,N,DAM,13,45,"Hospitalet de Llobregat, l'",'19,54156
Vallès Oriental,S,PSGJ,41,1,Sant Fost de Campsentelles,'19,5400
Vallès Oriental,N,FOQ,41,10,Cardedeu,'19,48600
Vallès Oriental,N,TB,41,21,"Franqueses del Vallès, les",'19,213555.14
Vallès Occidental,S,JENP,40,14,Sabadell,'19,154000
Vallès Oriental,N,ENFE,41,12,Granollers,'19,256317.71000000002
Baix Llobregat,N,REEM,11,8,Esplugues de Llobregat,'19,2496.48
Barcelonès,N,IPIS,13,500,"Hospitalet de Llobregat, l'",'19,240000
Barcelonès,N,CCFI,13,90,Barcelona,'19,234583.5
Barcelonès,N,AODL,13,2,"Hospitalet de Llobregat, l'",'19,72000
Barcelonès,N,30P,13,7,Sant Adrià de Besòs,'19,49642.43
Baix Llobregat,N,PRMI,11,6,Sant Vicenç dels Horts,'19,59023.2
Baix Llobregat,N,TRFO,11,4,Vallirana,'19,48728.8
Barcelonès,N,ENFE,13,37,Barcelona,'19,617081.6799999999
Vallès Occidental,N,DONA,40,15,Sabadell,'19,288258
Vallès Oriental,N,DONA,41,2,Parets del Vallès,'19,39752
Baix Llobregat,N,30P,11,2,Pallejà,'19,14982.56
Vallès Occidental,N,30P,40,6,Castellbisbal,'19,40713.51
Vallès Occidental,N,PRMI,40,4,Sant Cugat del Vallès,'19,39291.2
Vallès Oriental,N,PIN,41,40,Granollers,'19,55857.3
Barcelonès,N,ACOL,13,50,Barcelona,'19,967289.9
Baix Llobregat,N,DONA,11,1,Sant Joan Despí,'19,19876
Barcelonès,S,JENP,13,11,Santa Coloma de Gramenet,'19,121000
Vallès Occidental,N,IPIS,40,125,Badia del Vallès,'19,60000
Vallès Occidental,N,CIF,40,281,Terrassa,'19,264482.33
Baix Llobregat,N,IPIS,11,375,Cornellà de Llobregat,'19,180000
Vallès Occidental,N,TRFO,40,8,Barberà del Vallès,'19,108018.4
Vallès Occidental,N,TB,40,71,Rubí,'19,136917.94999999998
Baix Llobregat,N,FOQ,11,60,Gavà,'19,75990
Baix Llobregat,N,COOR,11,1,Castelldefels,'19,34067.24
Vallès Occidental,N,ENFE,40,14,Rubí,'19,299037.33
Vallès Oriental,N,REEM,41,8,Mollet del Vallès,'19,2496.48
Baix Llobregat,S,REFE,11,3,Sant Feliu de Llobregat,'19,110400
Baix Llobregat,N,30P,11,2,Esparreguera,'19,13938.34
Vallès Occidental,N,TRFO,40,7,Santa Perpètua de Mogoda,'19,90669.6
Baix Llobregat,N,30P,11,9,Sant Feliu de Llobregat,'19,49344.9
Vallès Occidental,N,30P,40,2,Polinyà,'19,8872.54
Vallès Occidental,N,FPOS,40,854,Sabadell,'19,239615.55
Barcelonès,N,UNIS,13,8027,Barcelona,'19,1060759.11
Vallès Oriental,N,30P,41,3,Montmeló,'19,10977.49
Baix Llobregat,N,30P,11,25,Gavà,'19,106393.93999999999
Vallès Occidental,N,APP,40,30,Sabadell,'19,455399.62
Vallès Occidental,N,AODL,40,1,Castellar del Vallès,'19,36000
Baix Llobregat,N,ACOL,11,2,Sant Feliu de Llobregat,'19,38729.6
Barcelonès,N,PRMI,13,21,"Hospitalet de Llobregat, l'",'19,262861.2
Barcelonès,N,TRFO,13,76,Badalona,'19,970485.9
Baix Llobregat,N,UBIC,11,40,Sant Joan Despí,'19,75491.35
Vallès Occidental,S,PSGJ,40,1,Palau-solità i Plegamans,'19,5400
Vallès Occidental,N,UBIC,40,43,Barberà del Vallès,'19,81057.20999999999
Vallès Oriental,N,TRFO,41,4,Cardedeu,'19,49860.4
Barcelonès,N,DAM,13,465,Barcelona,'19,764964
Vallès Occidental,N,ACOL,40,1,Montcada i Reixac,'19,19217.2
Vallès Oriental,N,TRFO,41,48,Granollers,'19,619988.4
Barcelonès,N,FOQ,13,30,Sant Adrià de Besòs,'19,46524
Baix Llobregat,N,UBIC,11,16,Castelldefels,'19,29228.8
Vallès Occidental,N,FOQ,40,60,Sant Cugat del Vallès,'19,156838.5
Barcelonès,N,FPOT,13,54054,Barcelona,'19,14901192.870000001
Vallès Oriental,N,30P,41,5,Canovelles,'19,31285.62
Vallès Occidental,N,30P,40,66,Terrassa,'19,368295.09
Vallès Oriental,N,30P,41,2,"Llagosta, la",'19,13315.47
Barcelonès,N,CC,13,60,Badalona,'19,143724
Vallès Occidental,N,TRFO,40,13,Cerdanyola del Vallès,'19,165590.8
Baix Llobregat,N,DONA,11,5,"Prat de Llobregat, el",'19,99380
Vallès Oriental,N,UBIC,41,79,Mollet del Vallès,'19,147593.03
Vallès Occidental,S,JENP,40,1,Vacarisses,'19,11000
Vallès Occidental,N,AODL,40,1,Barberà del Vallès,'19,36000
Vallès Occidental,S,JENP,40,2,Castellbisbal,'19,22000
Baix Llobregat,N,UBIC,11,31,Gavà,'19,58793.7
Baix Llobregat,N,TRFO,11,9,Sant Vicenç dels Horts,'19,118586.4
Baix Llobregat,N,IPIS,11,125,Viladecans,'19,60000
Baix Llobregat,S,DPGJ,11,32,"Prat de Llobregat, el",'19,9789
Barcelonès,S,JENP,13,17,Badalona,'19,187000
Vallès Oriental,N,CC,41,15,Mollet del Vallès,'19,39480
Vallès Occidental,N,FI45,40,1,Rubí,'19,12600
Baix Llobregat,N,30P,11,21,Cornellà de Llobregat,'19,108924.61
Barcelonès,N,FOQ,13,690,Santa Coloma de Gramenet,'19,1770358.5
Vallès Oriental,N,30P,41,15,Lliçà de Vall,'19,101022.53
Vallès Oriental,N,TRFO,41,1,Caldes de Montbui,'19,19202.8
Vallès Occidental,N,30P,40,5,Palau-solità i Plegamans,'19,31147.19
Baix Llobregat,S,PSGJ,11,2,Viladecans,'19,10800
Vallès Occidental,N,PRMI,40,10,Rubí,'19,117132
Vallès Occidental,N,TB,40,120,Santa Perpètua de Mogoda,'19,575363.11
Vallès Oriental,N,TRFO,41,5,"Llagosta, la",'19,61467
Barcelonès,N,ACOL,13,1,"Hospitalet de Llobregat, l'",'19,19379.2
Barcelonès,N,PRMI,13,23,Santa Coloma de Gramenet,'19,291915.6
Baix Llobregat,N,30P,11,5,Sant Joan Despí,'19,18029.57
Barcelonès,N,CCFI,13,90,"Hospitalet de Llobregat, l'",'19,179487
Vallès Oriental,N,IPIS,41,250,Mollet del Vallès,'19,120000
Vallès Occidental,N,TB,40,3,Montcada i Reixac,'19,28585.32
Baix Llobregat,N,30P,11,1,Martorell,'19,7394.6900000000005
Baix Llobregat,N,FPOT,11,1343,"Prat de Llobregat, el",'19,260326
Vallès Oriental,S,PSGJ,41,3,Lliçà d'Amunt,'19,16200
Vallès Occidental,N,REEM,40,25,Terrassa,'19,7489.44
Barcelonès,N,DAM,13,180,Santa Coloma de Gramenet,'19,546039
Vallès Occidental,N,30P,40,1,Sant Llorenç Savall,'19,7584
Vallès Occidental,N,DONA,40,26,Terrassa,'19,506568
Baix Llobregat,N,FOQ,11,135,Sant Just Desvern,'19,448312.5
Vallès Oriental,S,JENP,41,1,Montmeló,'19,11000
Barcelonès,N,FPOT,13,2239,"Hospitalet de Llobregat, l'",'19,700426.64
Baix Llobregat,N,IPIS,11,125,Sant Feliu de Llobregat,'19,60000
Baix Llobregat,S,JENP,11,6,Castelldefels,'19,66000
Baix Llobregat,N,UBIC,11,40,Viladecans,'19,73072.02
Baix Llobregat,N,TB,11,38,Viladecans,'19,647870.88
Vallès Occidental,S,REFE,40,2,Sabadell,'19,73600
Vallès Oriental,S,PSGJ,41,1,Cardedeu,'19,5400
Vallès Occidental,N,ENFE,40,14,Cerdanyola del Vallès,'19,317375.06
Vallès Oriental,S,PSGJ,41,1,Gualba,'19,5400
Baix Llobregat,N,FOQ,11,204,Cornellà de Llobregat,'19,552174
Baix Llobregat,N,FPOT,11,386,Cornellà de Llobregat,'19,65049
Vallès Oriental,N,CIF,41,90,"Franqueses del Vallès, les",'19,218343.54
Baix Llobregat,S,DPGJ,11,25,Sant Feliu de Llobregat,'19,2086.5
Vallès Occidental,N,ACOL,40,2,Sabadell,'19,38434.4
Baix Llobregat,N,AODL,11,3,Sant Feliu de Llobregat,'19,108000
Vallès Oriental,S,PSGJ,41,4,Lliçà de Vall,'19,21600
Baix Llobregat,N,DONA,11,2,Martorell,'19,38853.8
Vallès Oriental,N,ENFE,41,10,Mollet del Vallès,'19,279779.69
Vallès Oriental,S,PSGJ,41,1,Montmeló,'19,5400
Vallès Occidental,S,PSGJ,40,1,Sentmenat,'19,5400
Baix Llobregat,N,TRFO,11,11,Gavà,'19,138512.8
Vallès Occidental,N,FPOS,40,732,Cerdanyola del Vallès,'19,201744.84999999998
Barcelonès,N,APRE,13,78,Santa Coloma de Gramenet,'19,12487
Vallès Occidental,N,TRFO,40,24,Rubí,'19,311132.8
Vallès Oriental,S,REFE,41,3,Granollers,'19,110361.13
Barcelonès,N,CIF,13,204,Santa Coloma de Gramenet,'19,484312.59
Vallès Oriental,S,JENP,41,1,Sant Feliu de Codines,'19,11000
Vallès Oriental,N,ACOL,41,1,"Franqueses del Vallès, les",'19,19202.8
Baix Llobregat,N,ARIF,11,125,Viladecans,'19,64850
Baix Llobregat,N,TB,11,54,Martorell,'19,207853.79
Baix Llobregat,N,FOQ,11,225,Martorell,'19,482505
Baix Llobregat,N,DAM,11,75,Castelldefels,'19,264390
Baix Llobregat,N,30P,11,1,"Papiol, el",'19,7580.14
Baix Llobregat,N,DONA,11,1,Esparreguera,'19,19202.8
Vallès Occidental,N,AMAP,40,60,Sabadell,'19,127125
Vallès Occidental,N,30P,40,53,Sabadell,'19,261799.06
Barcelonès,N,30P,13,35,"Hospitalet de Llobregat, l'",'19,208721.44999999998
Vallès Oriental,N,DONA,41,1,"Franqueses del Vallès, les",'19,19450.3
Barcelonès,N,PRMI,13,62,Barcelona,'19,845188.2
Baix Llobregat,N,30P,11,35,"Prat de Llobregat, el",'19,148951.51
Vallès Occidental,S,JENP,40,6,Cerdanyola del Vallès,'19,66000
Vallès Oriental,N,TB,41,5,Canovelles,'19,77166.52
Vallès Oriental,S,JENP,41,2,Llinars del Vallès,'19,22000
Baix Llobregat,N,DONA,11,6,Cornellà de Llobregat,'19,117916.8
Barcelonès,N,30P,13,60,Santa Coloma de Gramenet,'19,255345.44999999998
Vallès Occidental,N,FOQ,40,90,Barberà del Vallès,'19,253000.5
Vallès Oriental,N,AMAP,41,345,Granollers,'19,515451
Vallès Occidental,N,FI45,40,2,Sant Cugat del Vallès,'19,9450
Baix Llobregat,N,COOR,11,1,"Prat de Llobregat, el",'19,34067.24
Baix Llobregat,N,FOQ,11,60,Sant Joan Despí,'19,133401
Baix Llobregat,N,FOQ,11,150,Molins de Rei,'19,366684.75
Barcelonès,N,PIN,13,10,"Hospitalet de Llobregat, l'",'19,128250
Vallès Occidental,N,CIF,40,165,Terrassa,'19,352929.36
Baix Llobregat,S,DPGJ,11,19,Pallejà,'19,1476
Baix Llobregat,S,JENP,11,6,Sant Andreu de la Barca,'19,66000
Vallès Occidental,N,DONA,40,7,Rubí,'19,134520.4
Vallès Oriental,N,AMAP,41,15,Sant Celoni,'19,27127.5
Baix Llobregat,N,ACOL,11,1,Castelldefels,'19,19202.8
Baix Llobregat,N,TRFO,11,32,Sant Boi de Llobregat,'19,415387.2
Baix Llobregat,N,COOR,11,1,Gavà,'19,34067.24
Baix Llobregat,N,FOQ,11,282,Castelldefels,'19,773957.8500000001
Baix Llobregat,N,30P,11,1,Sant Andreu de la Barca,'19,7641.95
Baix Llobregat,N,APRE,11,78,"Prat de Llobregat, el",'19,12487
Barcelonès,S,PSGJ,13,1,"Hospitalet de Llobregat, l'",'19,5400
Baix Llobregat,N,30P,11,31,Viladecans,'19,193199.57
Baix Llobregat,N,PIN,11,50,Castelldefels,'19,70982.78
Vallès Oriental,N,FOQ,41,90,Caldes de Montbui,'19,121404.3
Baix Llobregat,N,TB,11,25,Castelldefels,'19,399260.33999999997
